data_venda,produto_id,produto_nome,categoria,canal_venda,regiao,cliente_tipo,quantidade,preco_unitario,custo_unitario,vendedor_id,estoque_disponivel
2024-05-06,P004,Filtro de Ar Esportivo,Performance,Oficina,Sul,Pessoa Física,9,456.08,235.53,V455,24
2022-06-12,P004,Filtro de Ar Esportivo,Performance,Varejo,Nordeste,Pessoa Jurídica,3,596.85,384.77,V557,33
2022-03-16,P002,Kit Xenon,Iluminação,Varejo,Sul,Pessoa Jurídica,10,776.04,438.14,V229,29
2022-04-24,P001,Sensor de Estacionamento,Segurança,E-commerce,Sul,Pessoa Jurídica,2,462.32,248.42,V100,7
2024-06-01,P005,Câmera de Ré,Segurança,E-commerce,Sul,Pessoa Jurídica,2,162.31,106.06,V619,9
2021-12-19,P004,Filtro de Ar Esportivo,Performance,Oficina,Centro-Oeste,Pessoa Física,5,209.57,127.84,V478,10
2025-04-09,P004,Filtro de Ar Esportivo,Performance,E-commerce,Sul,Pessoa Jurídica,5,302.19,204.18,V949,49
2022-12-07,P003,Central Multimídia,Som,E-commerce,Centro-Oeste,Pessoa Física,10,621.67,406.78,V977,30
2025-01-03,P003,Central Multimídia,Som,E-commerce,Sudeste,Pessoa Jurídica,10,316.91,206.71,V425,13
2024-06-16,P002,Kit Xenon,Iluminação,Oficina,Nordeste,Pessoa Jurídica,4,258.73,201.67,V244,18
2024-02-13,P005,Câmera de Ré,Segurança,E-commerce,Sul,Pessoa Jurídica,3,113.58,67.93,V942,15
2024-09-08,P004,Filtro de Ar Esportivo,Performance,Oficina,Sudeste,Pessoa Jurídica,9,736.71,508.45,V765,21
2021-11-22,P002,Kit Xenon,Iluminação,Varejo,Centro-Oeste,Pessoa Jurídica,9,770.44,403.18,V780,35
2023-09-13,P005,Câmera de Ré,Segurança,Oficina,Nordeste,Pessoa Física,7,600.6,357.05,V805,15
2024-06-17,P005,Câmera de Ré,Segurança,E-commerce,Sul,Pessoa Jurídica,9,770.59,501.59,V898,20
2023-10-01,P001,Sensor de Estacionamento,Segurança,E-commerce,Sul,Pessoa Física,6,330.02,193.22,V211,1
2020-05-22,P005,Câmera de Ré,Segurança,Varejo,Sudeste,Pessoa Física,6,233.77,170.8,V255,36
2022-07-22,P005,Câmera de Ré,Segurança,Varejo,Nordeste,Pessoa Física,9,106.85,55.83,V231,34
2020-12-07,P002,Kit Xenon,Iluminação,E-commerce,Centro-Oeste,Pessoa Jurídica,10,103.42,80.77,V495,44
2024-09-05,P003,Central Multimídia,Som,E-commerce,Centro-Oeste,Pessoa Jurídica,1,204.58,133.59,V352,40
2023-05-14,P004,Filtro de Ar Esportivo,Performance,Oficina,Nordeste,Pessoa Jurídica,3,433.93,325.65,V369,33
2023-07-16,P002,Kit Xenon,Iluminação,E-commerce,Centro-Oeste,Pessoa Jurídica,1,727.37,539.72,V781,17
2025-03-05,P003,Central Multimídia,Som,Varejo,Sul,Pessoa Jurídica,9,260.8,146.01,V831,7
2022-08-12,P003,Central Multimídia,Som,Oficina,Centro-Oeste,Pessoa Jurídica,3,283.76,146.34,V564,35
2024-10-03,P004,Filtro de Ar Esportivo,Performance,Varejo,Sudeste,Pessoa Jurídica,1,660.81,405.18,V961,20
2019-11-10,P003,Central Multimídia,Som,Varejo,Sudeste,Pessoa Jurídica,5,140.75,109.52,V152,46
2022-01-02,P001,Sensor de Estacionamento,Segurança,E-commerce,Sudeste,Pessoa Física,4,365.56,282.67,V969,46
2020-11-27,P005,Câmera de Ré,Segurança,Oficina,Sudeste,Pessoa Jurídica,5,695.36,530.81,V750,12
2021-05-02,P005,Câmera de Ré,Segurança,E-commerce,Sul,Pessoa Jurídica,9,367.57,214.86,V915,25
2024-08-06,P004,Filtro de Ar Esportivo,Performance,E-commerce,Centro-Oeste,Pessoa Física,6,557.85,364.54,V925,18
2021-06-10,P005,Câmera de Ré,Segurança,E-commerce,Sudeste,Pessoa Jurídica,8,763.34,490.49,V541,27
2020-03-23,P001,Sensor de Estacionamento,Segurança,E-commerce,Sudeste,Pessoa Jurídica,5,367.91,267.53,V816,8
2023-04-07,P003,Central Multimídia,Som,Varejo,Centro-Oeste,Pessoa Física,1,476.38,238.86,V242,31
2020-01-23,P001,Sensor de Estacionamento,Segurança,Varejo,Sudeste,Pessoa Física,1,634.31,343.13,V752,46
2020-06-30,P004,Filtro de Ar Esportivo,Performance,Varejo,Sul,Pessoa Física,2,270.06,208.62,V855,2
2021-09-20,P004,Filtro de Ar Esportivo,Performance,Oficina,Nordeste,Pessoa Jurídica,4,351.88,233.03,V276,42
2021-06-02,P002,Kit Xenon,Iluminação,Oficina,Centro-Oeste,Pessoa Física,1,471.94,292.56,V431,14
2019-10-25,P004,Filtro de Ar Esportivo,Performance,E-commerce,Nordeste,Pessoa Jurídica,2,308.71,166.07,V817,29
2024-08-03,P005,Câmera de Ré,Segurança,E-commerce,Norte,Pessoa Física,1,695.3,434.07,V370,41
2022-06-05,P004,Filtro de Ar Esportivo,Performance,Oficina,Sudeste,Pessoa Jurídica,6,549.84,415.1,V686,28
2024-03-03,P001,Sensor de Estacionamento,Segurança,Oficina,Sul,Pessoa Jurídica,9,347.5,187.56,V950,1
2020-11-13,P002,Kit Xenon,Iluminação,Oficina,Centro-Oeste,Pessoa Jurídica,6,475.63,371.2,V657,8
2020-05-30,P005,Câmera de Ré,Segurança,Varejo,Nordeste,Pessoa Jurídica,2,430.8,328.8,V160,24
2023-09-01,P005,Câmera de Ré,Segurança,E-commerce,Nordeste,Pessoa Física,8,210.16,107.04,V727,14
2024-01-03,P005,Câmera de Ré,Segurança,Varejo,Nordeste,Pessoa Jurídica,1,267.96,140.68,V881,35
2024-11-07,P003,Central Multimídia,Som,Oficina,Centro-Oeste,Pessoa Jurídica,2,383.14,243.94,V109,48
2023-01-09,P003,Central Multimídia,Som,Varejo,Sul,Pessoa Jurídica,7,535.06,273.76,V894,10
2022-05-30,P003,Central Multimídia,Som,E-commerce,Sul,Pessoa Jurídica,1,358.09,253.17,V475,28
2023-05-05,P003,Central Multimídia,Som,Varejo,Sudeste,Pessoa Jurídica,3,685.12,363.38,V257,19
2024-02-09,P004,Filtro de Ar Esportivo,Performance,E-commerce,Sul,Pessoa Física,5,275.34,204.24,V266,25
2019-12-30,P001,Sensor de Estacionamento,Segurança,Varejo,Norte,Pessoa Física,2,596.39,301.96,V499,8
2020-10-20,P003,Central Multimídia,Som,Varejo,Sul,Pessoa Física,3,725.93,412.65,V711,0
2025-05-03,P003,Central Multimídia,Som,E-commerce,Norte,Pessoa Jurídica,2,771.71,569.37,V779,44
2021-07-24,P004,Filtro de Ar Esportivo,Performance,E-commerce,Norte,Pessoa Física,4,368.44,201.05,V739,40
2019-08-27,P003,Central Multimídia,Som,Varejo,Sudeste,Pessoa Física,10,281.58,194.53,V464,43
2020-11-03,P005,Câmera de Ré,Segurança,Varejo,Sudeste,Pessoa Jurídica,2,797.77,435.67,V674,19
2021-10-09,P003,Central Multimídia,Som,Varejo,Centro-Oeste,Pessoa Física,9,648.78,401.23,V419,8
2024-11-18,P002,Kit Xenon,Iluminação,Varejo,Norte,Pessoa Jurídica,2,752.85,462.94,V727,31
2023-09-07,P005,Câmera de Ré,Segurança,Oficina,Nordeste,Pessoa Física,1,656.7,355.04,V542,7
2020-10-22,P002,Kit Xenon,Iluminação,Oficina,Nordeste,Pessoa Física,5,469.08,365.4,V378,8
2024-01-20,P003,Central Multimídia,Som,Oficina,Nordeste,Pessoa Jurídica,6,424.49,325.31,V485,13
2020-04-03,P002,Kit Xenon,Iluminação,Oficina,Centro-Oeste,Pessoa Jurídica,1,382.78,244.23,V306,25
2021-04-02,P001,Sensor de Estacionamento,Segurança,E-commerce,Sul,Pessoa Física,8,415.04,249.58,V171,33
2021-10-29,P001,Sensor de Estacionamento,Segurança,Varejo,Sul,Pessoa Física,2,208.39,115.63,V596,7
2020-08-26,P001,Sensor de Estacionamento,Segurança,Varejo,Nordeste,Pessoa Jurídica,7,536.22,280.08,V461,28
2022-01-05,P003,Central Multimídia,Som,Varejo,Nordeste,Pessoa Física,1,140.79,109.3,V836,48
2021-05-14,P004,Filtro de Ar Esportivo,Performance,E-commerce,Centro-Oeste,Pessoa Jurídica,10,616.81,370.51,V771,14
2023-12-25,P004,Filtro de Ar Esportivo,Performance,Oficina,Norte,Pessoa Física,2,553.67,279.88,V699,10
2022-11-20,P005,Câmera de Ré,Segurança,Oficina,Nordeste,Pessoa Física,6,316.89,166.6,V684,27
2021-09-23,P003,Central Multimídia,Som,Varejo,Nordeste,Pessoa Jurídica,1,188.97,114.71,V930,36
2021-10-26,P004,Filtro de Ar Esportivo,Performance,E-commerce,Sul,Pessoa Jurídica,2,557.96,325.08,V681,39
2022-06-11,P003,Central Multimídia,Som,Varejo,Sudeste,Pessoa Física,5,798.76,638.09,V153,19
2019-12-21,P005,Câmera de Ré,Segurança,Varejo,Sul,Pessoa Física,7,119.73,68.66,V595,38
2020-10-18,P005,Câmera de Ré,Segurança,Oficina,Sul,Pessoa Jurídica,5,742.8,462.33,V562,20
2024-12-09,P003,Central Multimídia,Som,E-commerce,Nordeste,Pessoa Jurídica,4,651.37,386.46,V850,8
2019-07-21,P002,Kit Xenon,Iluminação,Oficina,Centro-Oeste,Pessoa Física,7,584.8,392.73,V546,44
2023-02-28,P002,Kit Xenon,Iluminação,E-commerce,Centro-Oeste,Pessoa Jurídica,8,473.83,361.93,V541,25
2020-06-24,P002,Kit Xenon,Iluminação,Oficina,Sul,Pessoa Jurídica,1,149.32,87.12,V673,49
2020-05-28,P005,Câmera de Ré,Segurança,Varejo,Norte,Pessoa Jurídica,2,297.87,190.12,V937,29
2020-04-28,P003,Central Multimídia,Som,E-commerce,Centro-Oeste,Pessoa Jurídica,7,634.77,318.35,V846,44
2020-11-04,P004,Filtro de Ar Esportivo,Performance,Oficina,Nordeste,Pessoa Jurídica,9,788.88,568.68,V797,2
2022-08-29,P002,Kit Xenon,Iluminação,E-commerce,Centro-Oeste,Pessoa Jurídica,3,192.8,141.21,V279,33
2020-02-17,P002,Kit Xenon,Iluminação,Oficina,Sul,Pessoa Jurídica,9,603.97,438.57,V873,44
2022-10-17,P005,Câmera de Ré,Segurança,E-commerce,Sul,Pessoa Jurídica,5,532.47,389.23,V324,27
2023-04-23,P005,Câmera de Ré,Segurança,E-commerce,Nordeste,Pessoa Jurídica,5,723.15,420.23,V689,18
2024-09-17,P004,Filtro de Ar Esportivo,Performance,E-commerce,Norte,Pessoa Física,6,320.1,215.84,V965,37
2020-11-27,P002,Kit Xenon,Iluminação,Oficina,Centro-Oeste,Pessoa Física,10,705.18,458.28,V172,31
2019-10-10,P003,Central Multimídia,Som,Oficina,Norte,Pessoa Jurídica,5,701.82,447.39,V959,23
2022-01-22,P004,Filtro de Ar Esportivo,Performance,Varejo,Norte,Pessoa Jurídica,3,364.84,264.48,V310,23
2023-04-19,P003,Central Multimídia,Som,E-commerce,Sudeste,Pessoa Jurídica,10,773.32,538.06,V181,43
2024-01-27,P002,Kit Xenon,Iluminação,Varejo,Centro-Oeste,Pessoa Física,4,451.01,257.12,V143,44
2021-12-28,P001,Sensor de Estacionamento,Segurança,E-commerce,Norte,Pessoa Física,4,259.67,201.68,V210,1
2021-06-28,P005,Câmera de Ré,Segurança,Oficina,Sudeste,Pessoa Jurídica,9,201.45,116.12,V811,34
2023-11-22,P003,Central Multimídia,Som,E-commerce,Sudeste,Pessoa Física,9,630.2,458.32,V339,38
2019-06-10,P005,Câmera de Ré,Segurança,Oficina,Sul,Pessoa Física,3,479.23,258.46,V918,14
2022-12-19,P004,Filtro de Ar Esportivo,Performance,E-commerce,Sudeste,Pessoa Jurídica,8,285.56,205.69,V458,9
2022-05-23,P005,Câmera de Ré,Segurança,Oficina,Nordeste,Pessoa Física,6,178.83,139.52,V897,4
2021-06-26,P003,Central Multimídia,Som,Oficina,Sul,Pessoa Física,7,407.03,296.36,V791,38
2024-09-23,P002,Kit Xenon,Iluminação,Oficina,Sul,Pessoa Jurídica,8,731.77,557.35,V208,39
2023-10-26,P002,Kit Xenon,Iluminação,Oficina,Sul,Pessoa Física,6,203.22,138.9,V302,4
2023-02-26,P005,Câmera de Ré,Segurança,Oficina,Sul,Pessoa Jurídica,9,170.81,85.99,V146,14
2025-03-20,P003,Central Multimídia,Som,E-commerce,Sul,Pessoa Jurídica,10,726.56,575.16,V172,41
2019-05-27,P002,Kit Xenon,Iluminação,Varejo,Centro-Oeste,Pessoa Jurídica,4,498.63,300.65,V654,15
2023-10-31,P003,Central Multimídia,Som,Oficina,Sudeste,Pessoa Jurídica,1,409.68,210.5,V428,30
2024-02-28,P004,Filtro de Ar Esportivo,Performance,Varejo,Sudeste,Pessoa Jurídica,9,529.22,402.55,V541,24
2023-09-11,P002,Kit Xenon,Iluminação,Oficina,Norte,Pessoa Jurídica,2,673.6,519.8,V810,35
2022-01-13,P001,Sensor de Estacionamento,Segurança,E-commerce,Norte,Pessoa Física,2,586.79,438.71,V833,26
2022-10-09,P005,Câmera de Ré,Segurança,Oficina,Norte,Pessoa Física,7,703.94,386.37,V987,3
2022-03-02,P001,Sensor de Estacionamento,Segurança,Varejo,Centro-Oeste,Pessoa Jurídica,9,740.04,428.92,V494,9
2021-11-19,P001,Sensor de Estacionamento,Segurança,Oficina,Norte,Pessoa Física,1,135.36,69.46,V339,20
2019-11-03,P002,Kit Xenon,Iluminação,Varejo,Nordeste,Pessoa Jurídica,9,279.4,155.66,V729,5
2023-06-11,P003,Central Multimídia,Som,E-commerce,Sudeste,Pessoa Física,6,664.12,347.85,V786,26
2023-12-20,P002,Kit Xenon,Iluminação,Varejo,Sudeste,Pessoa Física,2,413.57,262.08,V989,4
2023-04-11,P004,Filtro de Ar Esportivo,Performance,Varejo,Norte,Pessoa Física,10,774.74,536.49,V659,9
2023-11-14,P001,Sensor de Estacionamento,Segurança,E-commerce,Nordeste,Pessoa Jurídica,2,561.91,353.71,V496,0
2025-03-22,P005,Câmera de Ré,Segurança,E-commerce,Centro-Oeste,Pessoa Física,1,524.21,351.79,V509,12
2021-09-05,P001,Sensor de Estacionamento,Segurança,Oficina,Nordeste,Pessoa Jurídica,1,469.25,350.74,V668,48
2021-08-22,P002,Kit Xenon,Iluminação,Oficina,Nordeste,Pessoa Jurídica,8,764.88,509.75,V367,4
2022-10-19,P004,Filtro de Ar Esportivo,Performance,Oficina,Nordeste,Pessoa Jurídica,8,154.6,82.22,V892,0
2022-12-16,P003,Central Multimídia,Som,E-commerce,Nordeste,Pessoa Física,10,784.79,429.72,V415,42
2023-09-12,P001,Sensor de Estacionamento,Segurança,Oficina,Norte,Pessoa Física,2,547.57,294.98,V465,35
2022-09-07,P005,Câmera de Ré,Segurança,E-commerce,Nordeste,Pessoa Física,1,568.98,296.78,V533,2
2022-08-27,P004,Filtro de Ar Esportivo,Performance,E-commerce,Centro-Oeste,Pessoa Jurídica,9,436.01,270.64,V392,45
2022-11-05,P005,Câmera de Ré,Segurança,E-commerce,Sudeste,Pessoa Jurídica,10,468.62,276.95,V346,19
2025-03-18,P005,Câmera de Ré,Segurança,E-commerce,Sudeste,Pessoa Física,6,567.95,449.7,V179,29
2021-12-27,P004,Filtro de Ar Esportivo,Performance,Oficina,Norte,Pessoa Física,2,409.92,321.65,V825,11
2023-02-03,P001,Sensor de Estacionamento,Segurança,Varejo,Sudeste,Pessoa Jurídica,1,525.39,326.16,V882,29
2022-11-05,P002,Kit Xenon,Iluminação,Oficina,Centro-Oeste,Pessoa Jurídica,3,235.65,132.99,V797,30
2024-10-03,P001,Sensor de Estacionamento,Segurança,Varejo,Sul,Pessoa Física,9,231.87,119.85,V928,45
2019-08-09,P004,Filtro de Ar Esportivo,Performance,Varejo,Sudeste,Pessoa Física,5,263.84,135.86,V919,24
2022-01-30,P002,Kit Xenon,Iluminação,Varejo,Sudeste,Pessoa Jurídica,4,377.39,267.25,V482,16
2021-11-14,P001,Sensor de Estacionamento,Segurança,Oficina,Centro-Oeste,Pessoa Jurídica,3,418.47,268.34,V654,47
2019-12-09,P004,Filtro de Ar Esportivo,Performance,Varejo,Sudeste,Pessoa Jurídica,3,489.68,339.7,V646,3
2024-12-19,P004,Filtro de Ar Esportivo,Performance,E-commerce,Sudeste,Pessoa Jurídica,5,217.91,158.67,V221,16
2021-10-21,P002,Kit Xenon,Iluminação,Varejo,Centro-Oeste,Pessoa Jurídica,10,237.97,181.48,V603,27
2024-03-26,P002,Kit Xenon,Iluminação,E-commerce,Nordeste,Pessoa Jurídica,1,558.34,344.51,V421,16
2024-08-25,P004,Filtro de Ar Esportivo,Performance,Varejo,Norte,Pessoa Jurídica,8,361.25,234.08,V560,10
2024-06-05,P004,Filtro de Ar Esportivo,Performance,Oficina,Sudeste,Pessoa Física,2,463.41,273.14,V737,41
2022-07-10,P001,Sensor de Estacionamento,Segurança,E-commerce,Norte,Pessoa Física,9,284.12,156.01,V769,12
2025-04-05,P002,Kit Xenon,Iluminação,E-commerce,Sudeste,Pessoa Física,3,578.4,407.87,V665,39
2020-03-31,P005,Câmera de Ré,Segurança,E-commerce,Sudeste,Pessoa Jurídica,6,790.97,528.64,V277,49
2024-06-27,P001,Sensor de Estacionamento,Segurança,Oficina,Sudeste,Pessoa Física,1,726.41,368.48,V865,6
2020-02-15,P005,Câmera de Ré,Segurança,Varejo,Sudeste,Pessoa Jurídica,5,143.13,78.54,V222,25
2023-04-23,P003,Central Multimídia,Som,E-commerce,Sul,Pessoa Física,6,582.75,344.07,V948,30
2022-01-16,P001,Sensor de Estacionamento,Segurança,E-commerce,Sul,Pessoa Física,7,428.33,278.98,V334,35
2019-07-10,P002,Kit Xenon,Iluminação,E-commerce,Sul,Pessoa Física,4,446.98,268.11,V668,16
2019-12-28,P001,Sensor de Estacionamento,Segurança,E-commerce,Sul,Pessoa Jurídica,7,396.93,251.66,V356,20
2021-10-20,P001,Sensor de Estacionamento,Segurança,Oficina,Centro-Oeste,Pessoa Jurídica,3,439.68,291.52,V166,48
2023-04-20,P005,Câmera de Ré,Segurança,E-commerce,Centro-Oeste,Pessoa Jurídica,10,531.38,336.45,V167,27
2021-09-05,P001,Sensor de Estacionamento,Segurança,E-commerce,Sudeste,Pessoa Jurídica,5,203.94,135.88,V690,16
2020-08-18,P001,Sensor de Estacionamento,Segurança,Varejo,Nordeste,Pessoa Jurídica,3,138.58,106.2,V122,17
2023-09-09,P003,Central Multimídia,Som,Oficina,Sudeste,Pessoa Física,1,422.07,235.53,V578,43
2023-08-11,P004,Filtro de Ar Esportivo,Performance,Varejo,Centro-Oeste,Pessoa Jurídica,1,727.72,409.86,V384,24
2021-07-27,P001,Sensor de Estacionamento,Segurança,E-commerce,Sudeste,Pessoa Jurídica,1,124.62,96.4,V957,3
2020-09-24,P003,Central Multimídia,Som,Varejo,Norte,Pessoa Física,1,193.94,134.48,V275,2
2024-09-13,P005,Câmera de Ré,Segurança,E-commerce,Sudeste,Pessoa Jurídica,7,490.2,282.75,V376,36
2022-12-30,P001,Sensor de Estacionamento,Segurança,Oficina,Norte,Pessoa Jurídica,5,724.83,462.15,V393,23
2020-10-18,P003,Central Multimídia,Som,Oficina,Norte,Pessoa Física,9,165.79,97.35,V550,0
2019-11-05,P001,Sensor de Estacionamento,Segurança,Varejo,Sudeste,Pessoa Jurídica,4,257.64,148.69,V889,13
2025-04-09,P002,Kit Xenon,Iluminação,E-commerce,Norte,Pessoa Jurídica,1,739.67,451.56,V243,32
2023-03-07,P004,Filtro de Ar Esportivo,Performance,Varejo,Norte,Pessoa Jurídica,6,685.63,476.67,V969,38
2021-02-15,P005,Câmera de Ré,Segurança,Varejo,Centro-Oeste,Pessoa Física,1,303.99,182.65,V770,15
2021-10-15,P002,Kit Xenon,Iluminação,E-commerce,Sul,Pessoa Física,9,507.8,360.36,V663,9
2020-02-29,P004,Filtro de Ar Esportivo,Performance,Varejo,Sudeste,Pessoa Física,8,108.94,82.95,V486,49
2020-10-10,P005,Câmera de Ré,Segurança,E-commerce,Sudeste,Pessoa Física,4,196.77,124.33,V698,44
2020-12-15,P001,Sensor de Estacionamento,Segurança,Varejo,Sudeste,Pessoa Jurídica,1,714.4,531.47,V219,2
2024-11-12,P004,Filtro de Ar Esportivo,Performance,Varejo,Sudeste,Pessoa Física,7,176.55,109.32,V800,22
2021-09-16,P002,Kit Xenon,Iluminação,Oficina,Sudeste,Pessoa Física,2,248.91,169.53,V196,4
2024-04-30,P001,Sensor de Estacionamento,Segurança,Varejo,Norte,Pessoa Física,1,249.0,174.46,V231,33
2019-12-27,P005,Câmera de Ré,Segurança,Varejo,Nordeste,Pessoa Jurídica,5,187.56,101.08,V581,25
2019-06-12,P003,Central Multimídia,Som,Oficina,Sudeste,Pessoa Física,1,390.5,233.55,V573,32
2023-05-15,P001,Sensor de Estacionamento,Segurança,Oficina,Norte,Pessoa Jurídica,1,230.15,130.57,V784,25
2019-12-13,P002,Kit Xenon,Iluminação,E-commerce,Nordeste,Pessoa Física,7,441.82,265.67,V141,11
2025-04-22,P002,Kit Xenon,Iluminação,Oficina,Sudeste,Pessoa Jurídica,1,650.88,336.45,V214,25
2024-12-18,P003,Central Multimídia,Som,E-commerce,Nordeste,Pessoa Jurídica,9,560.45,441.49,V853,13
2022-11-12,P001,Sensor de Estacionamento,Segurança,Varejo,Nordeste,Pessoa Física,3,606.38,353.04,V556,12
2024-04-22,P003,Central Multimídia,Som,E-commerce,Sul,Pessoa Jurídica,2,281.61,147.96,V758,24
2023-12-14,P002,Kit Xenon,Iluminação,Oficina,Sul,Pessoa Física,6,450.14,338.57,V611,20
2023-12-31,P005,Câmera de Ré,Segurança,Oficina,Norte,Pessoa Física,7,237.02,177.3,V620,24
2020-12-02,P004,Filtro de Ar Esportivo,Performance,Oficina,Sudeste,Pessoa Física,9,712.43,521.17,V119,41
2020-03-21,P001,Sensor de Estacionamento,Segurança,Varejo,Nordeste,Pessoa Jurídica,9,216.78,111.43,V991,24
2022-09-02,P002,Kit Xenon,Iluminação,Varejo,Nordeste,Pessoa Jurídica,6,759.27,517.16,V186,17
2019-11-13,P002,Kit Xenon,Iluminação,Oficina,Norte,Pessoa Física,10,450.41,340.81,V834,36
2019-12-10,P005,Câmera de Ré,Segurança,Varejo,Norte,Pessoa Jurídica,9,232.04,151.38,V953,25
2022-06-09,P002,Kit Xenon,Iluminação,Varejo,Sul,Pessoa Jurídica,8,120.0,82.71,V682,32
2020-03-05,P002,Kit Xenon,Iluminação,Oficina,Centro-Oeste,Pessoa Física,7,374.81,225.86,V939,31
2021-11-28,P005,Câmera de Ré,Segurança,Varejo,Centro-Oeste,Pessoa Jurídica,9,674.45,344.85,V118,19
2022-07-10,P002,Kit Xenon,Iluminação,Oficina,Nordeste,Pessoa Física,8,203.67,147.44,V291,3
2020-01-12,P001,Sensor de Estacionamento,Segurança,E-commerce,Sul,Pessoa Jurídica,4,613.99,375.35,V377,8
2024-11-30,P004,Filtro de Ar Esportivo,Performance,Varejo,Sul,Pessoa Física,9,184.11,121.58,V912,7
2023-03-17,P001,Sensor de Estacionamento,Segurança,Varejo,Sul,Pessoa Física,2,677.24,462.22,V303,5
2024-06-10,P005,Câmera de Ré,Segurança,Varejo,Norte,Pessoa Jurídica,9,688.0,493.62,V885,48
2021-05-15,P003,Central Multimídia,Som,E-commerce,Centro-Oeste,Pessoa Jurídica,2,720.86,535.69,V235,2
2022-07-22,P002,Kit Xenon,Iluminação,Varejo,Centro-Oeste,Pessoa Jurídica,10,798.2,466.41,V779,18
2020-05-10,P004,Filtro de Ar Esportivo,Performance,Oficina,Sudeste,Pessoa Jurídica,2,650.57,386.28,V722,17
2021-11-29,P003,Central Multimídia,Som,Oficina,Nordeste,Pessoa Jurídica,9,693.35,507.17,V594,37
2023-05-08,P003,Central Multimídia,Som,Varejo,Nordeste,Pessoa Jurídica,9,247.85,147.21,V930,47
2022-12-22,P004,Filtro de Ar Esportivo,Performance,Varejo,Centro-Oeste,Pessoa Jurídica,9,688.42,441.87,V919,28
2023-02-15,P002,Kit Xenon,Iluminação,E-commerce,Nordeste,Pessoa Jurídica,1,748.4,590.11,V368,7
2019-11-29,P003,Central Multimídia,Som,Oficina,Centro-Oeste,Pessoa Jurídica,8,496.1,271.45,V838,32
2022-03-06,P001,Sensor de Estacionamento,Segurança,Varejo,Sudeste,Pessoa Jurídica,9,576.74,352.89,V492,40
2022-05-18,P003,Central Multimídia,Som,Oficina,Centro-Oeste,Pessoa Jurídica,2,730.82,529.99,V711,44
2021-07-01,P002,Kit Xenon,Iluminação,E-commerce,Sul,Pessoa Física,1,469.12,359.3,V296,13
2019-10-14,P001,Sensor de Estacionamento,Segurança,Varejo,Sudeste,Pessoa Física,3,130.69,78.15,V336,22
2020-10-18,P005,Câmera de Ré,Segurança,Oficina,Norte,Pessoa Jurídica,6,725.78,575.04,V652,33
2023-06-05,P001,Sensor de Estacionamento,Segurança,Oficina,Norte,Pessoa Jurídica,7,283.89,155.97,V867,16
2020-09-14,P001,Sensor de Estacionamento,Segurança,E-commerce,Sudeste,Pessoa Física,7,183.92,118.64,V357,31
2022-03-11,P001,Sensor de Estacionamento,Segurança,Varejo,Sudeste,Pessoa Física,8,114.04,87.48,V270,12
2023-01-05,P001,Sensor de Estacionamento,Segurança,Varejo,Norte,Pessoa Jurídica,8,626.69,454.97,V359,12
2024-04-09,P003,Central Multimídia,Som,Oficina,Norte,Pessoa Física,9,549.59,281.12,V827,4
2023-12-07,P005,Câmera de Ré,Segurança,E-commerce,Sudeste,Pessoa Jurídica,5,450.25,273.42,V188,18
2024-06-02,P004,Filtro de Ar Esportivo,Performance,E-commerce,Norte,Pessoa Jurídica,5,584.96,445.32,V306,12
2023-07-10,P003,Central Multimídia,Som,E-commerce,Nordeste,Pessoa Jurídica,8,469.47,307.64,V253,9
2025-01-11,P003,Central Multimídia,Som,Oficina,Centro-Oeste,Pessoa Física,1,775.28,404.75,V587,2
2021-11-13,P005,Câmera de Ré,Segurança,Varejo,Norte,Pessoa Física,3,470.91,322.32,V331,2
2022-10-12,P005,Câmera de Ré,Segurança,Varejo,Nordeste,Pessoa Física,7,290.6,160.07,V927,37
2019-12-04,P002,Kit Xenon,Iluminação,Varejo,Sul,Pessoa Física,8,686.49,358.15,V988,30
2021-12-18,P002,Kit Xenon,Iluminação,Oficina,Nordeste,Pessoa Física,3,717.73,484.27,V846,44
2025-04-17,P001,Sensor de Estacionamento,Segurança,Varejo,Nordeste,Pessoa Física,10,728.29,421.97,V176,32
2021-11-18,P001,Sensor de Estacionamento,Segurança,Oficina,Sudeste,Pessoa Física,5,625.55,433.77,V881,39
2023-12-28,P003,Central Multimídia,Som,Oficina,Norte,Pessoa Física,4,657.05,395.59,V665,3
2022-12-16,P005,Câmera de Ré,Segurança,E-commerce,Sudeste,Pessoa Física,3,111.1,58.62,V176,13
2021-01-26,P002,Kit Xenon,Iluminação,Varejo,Sudeste,Pessoa Jurídica,7,265.95,168.66,V723,30
2023-11-24,P002,Kit Xenon,Iluminação,E-commerce,Sudeste,Pessoa Jurídica,5,201.21,142.57,V464,12
2024-12-11,P002,Kit Xenon,Iluminação,E-commerce,Centro-Oeste,Pessoa Física,3,487.84,380.15,V395,31
2022-06-21,P004,Filtro de Ar Esportivo,Performance,Oficina,Norte,Pessoa Física,6,496.92,386.85,V649,47
2021-09-08,P003,Central Multimídia,Som,Oficina,Nordeste,Pessoa Jurídica,7,397.2,309.86,V206,7
2023-05-08,P004,Filtro de Ar Esportivo,Performance,E-commerce,Centro-Oeste,Pessoa Jurídica,6,198.79,99.44,V957,1
2019-05-28,P005,Câmera de Ré,Segurança,Oficina,Norte,Pessoa Jurídica,6,494.71,324.0,V502,27
